pfamnr	pfamdesc	interpronr	interprodesc
PF13348	Tyrosine phosphatase family C-terminal region	IPR025163	NULL
PF13349	Domain of unknown function (DUF4097)	IPR025164	NULL
PF13350	Tyrosine phosphatase family	NULL	NULL
PF13351	Protein of unknown function (DUF4099)	IPR025343	NULL
PF13352	Protein of unknown function (DUF4100)	IPR025165	NULL
PF13353	4Fe-4S single cluster domain	NULL	NULL
PF13354	Beta-lactamase enzyme family	NULL	NULL
PF13355	Protein of unknown function (DUF4101)	IPR025344	NULL
PF13356	Domain of unknown function (DUF4102)	IPR025166	NULL
PF13358	DDE superfamily endonuclease	NULL	NULL
PF13359	DDE superfamily endonuclease	NULL	NULL
PF13360	PQQ-like domain	NULL	NULL
PF13361	UvrD-like helicase C-terminal domain	NULL	NULL
PF13362	Toprim domain	NULL	NULL
PF13363	Beta-galactosidase, domain 3	NULL	NULL
PF13364	Beta-galactosidase jelly roll domain	IPR025300	NULL
PF13365	Trypsin-like peptidase domain	NULL	NULL
PF13366	PD-(D/E)XK nuclease superfamily	NULL	NULL
PF13367	Protease prsW family	NULL	NULL
PF13368	Topoisomerase C-terminal repeat	NULL	NULL
PF13369	Transglutaminase-like superfamily	NULL	NULL
PF13370	4Fe-4S single cluster domain	NULL	NULL
PF13371	Tetratricopeptide repeat	NULL	NULL
PF13372	Domain of unknown function (DUF4104)	IPR025388	NULL
PF13373	DUF2407 C-terminal domain	IPR025390	NULL
PF13374	Tetratricopeptide repeat	NULL	NULL
PF13375	RnfC Barrel sandwich hybrid domain	NULL	NULL
PF13376	Bacteriocin-protection, YdeI or OmpD-Associated	NULL	NULL
PF13377	Periplasmic binding protein-like domain	NULL	NULL
PF13378	Enolase C-terminal domain-like	NULL	NULL
PF13379	NMT1-like family	NULL	NULL
PF13380	CoA binding domain	NULL	NULL
PF13382	Adenine deaminase C-terminal domain	NULL	NULL
PF13383	Methyltransferase domain	NULL	NULL
PF13384	Homeodomain-like domain	NULL	NULL
PF13385	Concanavalin A-like lectin/glucanases superfamily	NULL	NULL
PF13386	Family description	NULL	NULL
PF13387	Domain of unknown function (DUF4105)	IPR025178	NULL
PF13388	Protein of unknown function (DUF4106)	IPR025179	NULL
PF13389	Protein of unknown function (DUF4107)	IPR025180	NULL
PF13390	Protein of unknown function (DUF4108)	IPR025181	NULL
PF13391	HNH endonuclease	NULL	NULL
PF13392	HNH endonuclease	NULL	NULL
PF13393	Histidyl-tRNA synthetase	NULL	NULL
PF13394	4Fe-4S single cluster domain	NULL	NULL
PF13395	HNH endonuclease	NULL	NULL
PF13396	Phospholipase_D-nuclease N-terminal	NULL	NULL
PF13397	Domain of unknown function (DUF4109)	IPR025182	NULL
PF13398	Peptidase M50B-like	NULL	NULL
PF13399	LytR cell envelope-related transcriptional attenuator	NULL	NULL
PF13400	Putative Flp pilus-assembly TadE/G-like	NULL	NULL
PF13401	AAA domain	NULL	NULL
PF13402	Peptidase M60-like family	NULL	NULL
PF13403	Hint domain	NULL	NULL
PF13404	AsnC-type helix-turn-helix domain	NULL	NULL
PF13405	EF-hand domain	NULL	NULL
PF13406	Transglycosylase SLT domain	NULL	NULL
PF13407	Periplasmic binding protein domain	NULL	NULL
PF13408	Recombinase zinc beta ribbon domain	NULL	NULL
PF13409	Glutathione S-transferase, N-terminal domain	NULL	NULL
PF13410	Glutathione S-transferase, C-terminal domain	NULL	NULL
PF13411	MerR HTH family regulatory protein	NULL	NULL
PF13412	Winged helix-turn-helix DNA-binding	NULL	NULL
PF13413	Helix-turn-helix domain	NULL	NULL
PF13414	TPR repeat	NULL	NULL
PF13415	Galactose oxidase, central domain	NULL	NULL
PF13416	Bacterial extracellular solute-binding protein	NULL	NULL
PF13417	Glutathione S-transferase, N-terminal domain	NULL	NULL
PF13418	Galactose oxidase, central domain	NULL	NULL
PF13419	Haloacid dehalogenase-like hydrolase	NULL	NULL
PF13420	Acetyltransferase (GNAT) domain	NULL	NULL
PF13421	SPFH domain-Band 7 family	NULL	NULL
PF13422	Domain of unknown function (DUF4110)	IPR025183	NULL
PF13423	Ubiquitin carboxyl-terminal hydrolase	NULL	NULL
PF13424	Tetratricopeptide repeat	NULL	NULL
PF13425	O-antigen ligase like membrane protein	NULL	NULL
PF13426	PAS domain	NULL	NULL
PF13427	Domain of unknown function (DUF4111)	IPR025184	NULL
PF13428	Tetratricopeptide repeat	NULL	NULL
PF13429	Tetratricopeptide repeat	NULL	NULL
PF13430	Domain of unknown function (DUF4112)	IPR025187	NULL
PF13431	Tetratricopeptide repeat	NULL	NULL
PF13432	Tetratricopeptide repeat	NULL	NULL
PF13433	Periplasmic binding protein domain	NULL	NULL
PF13434	L-lysine 6-monooxygenase (NADPH-requiring)	NULL	NULL
PF13435	Cytochrome c554 and c-prime	NULL	NULL
PF13436	Glycine-zipper containing OmpA-like membrane domain	NULL	NULL
PF13437	HlyD family secretion protein	NULL	NULL
PF13438	Domain of unknown function (DUF4113)	IPR025188	NULL
PF13439	Glycosyltransferase Family 4	NULL	NULL
PF13440	Polysaccharide biosynthesis protein	NULL	NULL
PF13441	YMGG-like Gly-zipper	NULL	NULL
PF13442	Cytochrome C oxidase, cbb3-type, subunit III 	NULL	NULL
PF13443	Cro/C1-type HTH DNA-binding domain	NULL	NULL
PF13444	Acetyltransferase (GNAT) domain	NULL	NULL
PF13445	RING-type zinc-finger, LisH dimerisation motif	NULL	NULL
PF13446	A repeated domain in UCH-protein	IPR025305	NULL
PF13447	Seven times multi-haem cytochrome CxxCH	NULL	NULL
PF13448	Domain of unknown function (DUF4114)	IPR025193	NULL
PF13449	Esterase-like activity of phytase	NULL	NULL
PF13450	NAD(P)-binding Rossmann-like domain	NULL	NULL
PF13451	Probable zinc-binding domain	IPR025306	NULL
PF13452	Metal-binding domain of MaoC dehydratase	NULL	NULL
PF13453	Transcription factor zinc-finger	NULL	NULL
PF13454	FAD-NAD(P)-binding	NULL	NULL
PF13455	Meiotically up-regulated gene 113	NULL	NULL
PF13456	Reverse transcriptase-like	NULL	NULL
PF13457	SH3-like domain	NULL	NULL
PF13458	Periplasmic binding protein	NULL	NULL
PF13459	4Fe-4S single cluster domain	NULL	NULL
PF13460	NADH(P)-binding 	NULL	NULL
PF13461	Cell-wall surface anchor repeat	IPR025556	NULL
PF13462	Thioredoxin	NULL	NULL
PF13463	Winged helix DNA-binding domain	NULL	NULL
PF13464	Domain of unknown function (DUF4115)	IPR025194	NULL
PF13465	Zinc-finger double domain	NULL	NULL
PF13466	STAS domain	NULL	NULL
PF13467	Ribbon-helix-helix domain	NULL	NULL
PF13468	Glyoxalase-like domain	NULL	NULL
PF13469	Sulfotransferase family	NULL	NULL
PF13470	PIN domain	NULL	NULL
PF13471	Transglutaminase-like superfamily	NULL	NULL
PF13472	GDSL-like Lipase/Acylhydrolase family	NULL	NULL
PF13473	Cupredoxin-like domain	NULL	NULL
PF13474	SnoaL-like domain	NULL	NULL
PF13475	Domain of unknown function (DUF4116)	IPR025197	NULL
PF13476	AAA domain	NULL	NULL
PF13477	Glycosyl transferase 4-like	NULL	NULL
PF13478	XdhC Rossmann domain	NULL	NULL
PF13479	AAA domain	NULL	NULL
PF13480	Acetyltransferase (GNAT) domain	NULL	NULL
PF13481	AAA domain	NULL	NULL
PF13482	RNase_H superfamily	NULL	NULL
PF13483	Beta-lactamase superfamily domain	NULL	NULL
PF13484	4Fe-4S double cluster binding domain	NULL	NULL
PF13485	Peptidase MA superfamily	NULL	NULL
PF13486	Reductive dehalogenase subunit	NULL	NULL
PF13487	HD domain	NULL	NULL
PF13488	Glycine zipper	NULL	NULL
PF13489	Methyltransferase domain	NULL	NULL
PF13490	Putative zinc-finger	NULL	NULL
PF13491	Domain of unknown function (DUF4117)	IPR025199	NULL
PF13492	GAF domain	NULL	NULL
PF13493	Domain of unknown function (DUF4118)	IPR025201	NULL
PF13494	Domain of unknown function, B. Theta Gene description (DUF4119)	IPR025186	NULL
PF13495	Phage integrase, N-terminal SAM-like domain	NULL	NULL
PF13496	Domain of unknown function (DUF4120)	IPR025185	NULL
PF13497	Domain of unknown function (DUF4121)	IPR025189	NULL
PF13498	Domain of unknown function (DUF4122)	IPR025190	NULL
PF13499	EF-hand domain pair	NULL	NULL
PF13500	AAA domain	NULL	NULL
PF13501	Sulfur oxidation protein SoxY	NULL	NULL
PF13502	AsmA-like C-terminal region	NULL	NULL
PF13503	Domain of unknown function (DUF4123)	IPR025391	NULL
PF13504	Leucine rich repeat	NULL	NULL
PF13505	Outer membrane protein beta-barrel domain	NULL	NULL
PF13506	Glycosyl transferase family 21	NULL	NULL
PF13507	CobB/CobQ-like glutamine amidotransferase domain	NULL	NULL
PF13508	Acetyltransferase (GNAT) domain	IPR000182	NULL
PF13509	S1 domain	NULL	NULL
PF13510	2Fe-2S iron-sulfur cluster binding domain	NULL	NULL
PF13511	Domain of unknown function (DUF4124)	IPR025392	NULL
PF13512	Tetratricopeptide repeat	NULL	NULL
PF13513	HEAT-like repeat	NULL	NULL
PF13514	AAA domain	NULL	NULL
PF13515	Fusaric acid resistance protein-like	NULL	NULL
PF13516	Leucine Rich repeat	NULL	NULL
PF13517	Family description	NULL	NULL
PF13518	Helix-turn-helix domain	NULL	NULL
PF13519	von Willebrand factor type A domain	NULL	NULL
PF13520	Amino acid permease	NULL	NULL
PF13521	AAA domain	NULL	NULL
PF13522	Glutamine amidotransferase domain	NULL	NULL
PF13523	Acetyltransferase (GNAT) domain	NULL	NULL
PF13524	Glycosyl transferases group 1	NULL	NULL
PF13525	Outer membrane lipoprotein	NULL	NULL
PF13526	Protein of unknown function (DUF4125)	IPR025191	NULL
PF13527	Acetyltransferase (GNAT) domain	NULL	NULL
PF13528	Glycosyl transferase family 1	NULL	NULL
PF13529	Peptidase_C39 like family	NULL	NULL
PF13530	Sterol carrier protein domain	IPR025559	NULL
PF13531	Bacterial extracellular solute-binding protein	NULL	NULL
PF13532	2OG-Fe(II) oxygenase superfamily	NULL	NULL
PF13533	Biotin-lipoyl like	NULL	NULL
PF13534	4Fe-4S dicluster domain	NULL	NULL
PF13535	ATP-grasp domain	NULL	NULL
PF13536	Multidrug resistance efflux transporter	NULL	NULL
PF13537	Glutamine amidotransferase domain	NULL	NULL
PF13538	Family description	NULL	NULL
PF13539	D-alanyl-D-alanine carboxypeptidase	NULL	NULL
PF13540	Regulator of chromosome condensation (RCC1) repeat	NULL	NULL
PF13541	Subunit ChlI of Mg-chelatase	NULL	NULL
PF13542	Helix-turn-helix domain of transposase family ISL3	NULL	NULL
PF13543	SAM like domain present in kinase suppressor RAS 1	IPR025561	NULL
PF13544	Type IV pilin N-term methylation site GFxxxE	NULL	NULL
PF13545	Crp-like helix-turn-helix domain	NULL	NULL
PF13546	DDE superfamily endonuclease	NULL	NULL
PF13547	GTA TIM-barrel-like domain	IPR025195	NULL
PF13548	Domain of unknown function (DUF4126)	IPR025196	NULL
PF13549	ATP-grasp domain	NULL	NULL
PF13550	Putative phage tail protein	NULL	NULL
PF13551	Winged helix-turn helix	NULL	NULL
PF13552	Protein of unknown function (DUF4127)	IPR025394	NULL
PF13553	Function to find	IPR025307	NULL
PF13554	Bacteriophage related domain of unknown function	IPR025395	NULL
PF13555	P-loop containing region of AAA domain	NULL	NULL
PF13556	PucR C-terminal helix-turn-helix domain	NULL	NULL
PF13557	Putative MetA-pathway of phenol degradation	NULL	NULL
PF13558	Putative exonuclease SbcCD, C subunit	NULL	NULL
PF13559	Domain of unknown function (DUF4129)	IPR025403	NULL
PF13560	Helix-turn-helix domain	NULL	NULL
PF13561	Enoyl-(Acyl carrier protein) reductase	NULL	NULL
PF13562	Sugar nucleotidyl transferase	IPR023917	NULL
PF13563	2'-5' RNA ligase superfamily	NULL	NULL
PF13564	DoxX-like family	NULL	NULL
PF13565	Homeodomain-like domain	NULL	NULL
PF13566	Domain of unknown function (DUF4130	IPR025404	NULL
PF13567	Domain of unknown function (DUF4131)	IPR025405	NULL
PF13568	Outer membrane protein beta-barrel domain	NULL	NULL
PF13569	Domain of unknown function (DUF4132)	IPR025406	NULL
PF13570	YWTD domain	NULL	NULL
PF13571	Domain of unknown function (DUF4133)	IPR025407	NULL
PF13572	Domain of unknown function (DUF4134)	IPR025408	NULL
PF13573	Parallel beta-helix repeat of pectate lyase	NULL	NULL
PF13574	Metallo-peptidase family M12B Reprolysin-like	NULL	NULL
PF13575	Domain of unknown function (DUF4135)	IPR025410	NULL
PF13576	Pentapeptide repeats (9 copies)	NULL	NULL
PF13577	SnoaL-like domain	NULL	NULL
PF13578	Methyltransferase domain	NULL	NULL
PF13579	Glycosyl transferase 4-like domain	NULL	NULL
PF13580	SIS domain	NULL	NULL
PF13581	Histidine kinase-like ATPase domain	NULL	NULL
PF13582	Metallo-peptidase family M12B Reprolysin-like	NULL	NULL
PF13583	Metallo-peptidase family M12B Reprolysin-like	NULL	NULL
PF13584	Oxygen tolerance	NULL	NULL
PF13585	C-terminal domain of CHU protein family	NULL	NULL
PF13586	Transposase DDE domain	NULL	NULL
PF13587	N-terminal domain of DJ-1_PfpI family	NULL	NULL
PF13588	Type I restriction enzyme R protein N terminus (HSDR_N)	NULL	NULL
PF13589	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	NULL	NULL
PF13590	Domain of unknown function (DUF4136)	IPR025411	NULL
PF13591	MerR HTH family regulatory protein	NULL	NULL
PF13592	Winged helix-turn helix	NULL	NULL
PF13593	SBF-like CPA transporter family (DUF4137)	IPR016833	NULL
PF13594	Amidohydrolase	NULL	NULL
PF13595	Domain of unknown function (DUF4138)	IPR022298	NULL
PF13596	PAS domain	NULL	NULL
PF13597	Anaerobic ribonucleoside-triphosphate reductase	NULL	NULL
PF13598	Domain of unknown function (DUF4139)	IPR011935	NULL
PF13599	Pentapeptide repeats (9 copies)	NULL	NULL
PF13600	N-terminal domain of unknown function (DUF4140)	IPR025554	NULL
PF13601	Winged helix DNA-binding domain	NULL	NULL
PF13602	Zinc-binding dehydrogenase	NULL	NULL
PF13603	Leucyl-tRNA synthetase, Domain 2	NULL	NULL
PF13604	AAA domain	NULL	NULL
PF13605	Domain of unknown function (DUF4141)	IPR025415	NULL
PF13606	Ankyrin repeat	NULL	NULL
PF13607	Succinyl-CoA ligase like flavodoxin domain	NULL	NULL
PF13608	Protein P3 of Potyviral polyprotein	NULL	NULL
PF13609	Gram-negative porin	NULL	NULL
PF13610	DDE domain	NULL	NULL
PF13611	Serine peptidase of plant viral polyprotein, P1	NULL	NULL
PF13612	Transposase DDE domain	NULL	NULL
PF13613	DDE superfamily endonuclease	NULL	NULL
PF13614	AAA domain	NULL	NULL
PF13615	Putative alanine racemase	NULL	NULL
PF13616	PPIC-type PPIASE domain	NULL	NULL
PF13617	YnbE-like lipoprotein	NULL	NULL
PF13618	Gluconate 2-dehydrogenase subunit 3	NULL	NULL
PF13619	KTSC domain	IPR025309	NULL
PF13620	Carboxypeptidase regulatory-like domain	NULL	NULL
PF13621	Cupin-like domain	NULL	NULL
PF13622	Thioesterase-like superfamily	NULL	NULL
PF13623	SurA N-terminal domain	NULL	NULL
PF13624	SurA N-terminal domain	NULL	NULL
PF13625	Helicase conserved C-terminal domain	NULL	NULL
PF13627	Prokaryotic lipoprotein-attachment site	NULL	NULL
PF13628	Domain of unknown function (DUF4142)	IPR025419	NULL
PF13629	Pilus formation protein N terminal region	NULL	NULL
PF13630	SdpI/YhfL protein family	NULL	NULL
PF13631	Cytochrome b(N-terminal)/b6/petB	NULL	NULL
PF13632	Glycosyl transferase family group 2	NULL	NULL
PF13633	Prokaryotic N-terminal methylation site	NULL	NULL
PF13634	Nucleoporin FG repeat region	IPR025574	NULL
PF13635	Domain of unknown function (DUF4143)	IPR025420	NULL
PF13636	pre-rRNA processing and ribosome biogenesis	NULL	NULL
PF13637	Ankyrin repeats (many copies)	NULL	NULL
PF13638	PIN domain	NULL	NULL
PF13639	Ring finger domain	NULL	NULL
PF13640	2OG-Fe(II) oxygenase superfamily	NULL	NULL
PF13641	Glycosyltransferase like family 2	NULL	NULL
PF13642	protein structure with unknown function	IPR025284	NULL
PF13643	Domain of unknown function (DUF4145)	IPR025285	NULL
PF13644	DKNYY family	NULL	NULL
PF13645	L,D-transpeptidase catalytic domain	NULL	NULL
PF13646	HEAT repeats	NULL	NULL
PF13647	Glycosyl hydrolase family 80 of chitosanase A	NULL	NULL
PF13648	Lipocalin-like domain	NULL	NULL
PF13649	Methyltransferase domain	NULL	NULL
PF13650	Aspartyl protease	NULL	NULL
PF13651	Adenine-specific methyltransferase EcoRI	IPR025247	NULL
PF13652	Domain of unknown function (DUF4146)	IPR025203	NULL
PF13653	Glycerophosphoryl diester phosphodiesterase family	NULL	NULL
PF13654	AAA domain	NULL	NULL
PF13655	N-terminal domain of reverse transcriptase	NULL	NULL
PF13656	RNA polymerase Rpb3/Rpb11 dimerisation domain	NULL	NULL
PF13657	HipA N-terminal domain	NULL	NULL
PF13658	Ubiquitin C-terminal hydrolase 37 receptor binding site	NULL	NULL
PF13659	Methyltransferase domain	NULL	NULL
PF13660	Domain of unknown function (DUF4147)	IPR025286	NULL
PF13661	2OG-Fe(II) oxygenase superfamily	NULL	NULL
PF13662	Toprim domain	NULL	NULL
PF13663	Domain of unknown function (DUF4148)	IPR025421	NULL
PF13664	Domain of unknown function (DUF4149)	IPR025423	NULL
PF13665	Domain of unknown function (DUF4150)	IPR025425	NULL
PF13666	Domain of unknown function (DUF4151)	IPR025290	NULL
PF13667	ThiC-associated domain 	NULL	NULL
PF13668	Ferritin-like domain	NULL	NULL
PF13669	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	NULL	NULL
PF13670	Peptidase propeptide and YPEB domain	NULL	NULL
PF13671	AAA domain	NULL	NULL
PF13672	Protein phosphatase 2C	NULL	NULL
PF13673	Acetyltransferase (GNAT) domain	NULL	NULL
PF13675	Type IV pili methyl-accepting chemotaxis transducer N-term	NULL	NULL
PF13676	TIR domain	NULL	NULL
PF13677	Membrane MotB of proton-channel complex MotA/MotB 	NULL	NULL
PF13678	NFkB-p65-degrading zinc protease	IPR025208	NULL
PF13679	Methyltransferase domain	NULL	NULL
PF13680	Protein of unknown function (DUF4152)	IPR025206	NULL
PF13681	Type IV pilus assembly protein PilX C-term	IPR025205	NULL
PF13682	MCP-signal associated domain	NULL	NULL
PF13683	Integrase core domain	NULL	NULL
PF13684	Dihydroxyacetone kinase family	NULL	NULL
PF13685	Iron-containing alcohol dehydrogenase	NULL	NULL
PF13686	DsrE/DsrF/DrsH-like family	NULL	NULL
PF13687	Domain of unknown function (DUF4153)	IPR025291	NULL
PF13688	Metallo-peptidase family M84	NULL	NULL
PF13689	Domain of unknown function (DUF4154)	IPR025293	NULL
PF13690	Chemotaxis phosphatase CheX	NULL	NULL
PF13691	Family description	NULL	NULL
PF13692	Glycosyl transferases group 1	NULL	NULL
PF13693	Winged helix-turn-helix DNA-binding	NULL	NULL
PF13694	Sec63/Sec62 complex-interacting family	NULL	NULL
PF13695	Zinc-binding domain	NULL	NULL
PF13696	Zinc knuckle	NULL	NULL
PF13698	Domain of unknown function (DUF4156)	IPR025294	NULL
PF13699	Domain of unknown function (DUF4157)	IPR025295	NULL
PF13700	Domain of unknown function (DUF4158)	IPR025296	NULL
PF13701	Transposase DDE domain group 1	NULL	NULL
PF13702	Lysozyme-like	NULL	NULL
PF13703	PepSY-associated TM helix	NULL	NULL
PF13704	Glycosyl transferase family 2	NULL	NULL
PF13705	TRC8 N-terminal domain	NULL	NULL
PF13706	PepSY-associated TM helix	NULL	NULL
PF13707	RloB-like protein	IPR025591	NULL
PF13708	Methyltransferase domain	NULL	NULL
PF13709	Domain of unknown function (DUF4159)	IPR025297	NULL
PF13710	ACT domain	NULL	NULL
PF13711	Domain of unknown function (DUF4160)	IPR025427	NULL
PF13712	Glycosyltransferase like family	NULL	NULL
PF13713	Transcription factor BRX N-terminal domain	NULL	NULL
PF13714	Phosphoenolpyruvate phosphomutase	NULL	NULL
PF13715	Cna protein B-type domain	NULL	NULL
PF13716	Divergent CRAL/TRIO domain	NULL	NULL
PF13717	zinc-ribbon domain	NULL	NULL
PF13718	GNAT acetyltransferase 2	NULL	NULL
PF13719	zinc-ribbon domain	NULL	NULL
PF13720	Udp N-acetylglucosamine O-acyltransferase; Domain 2	NULL	NULL
PF13721	SecD export protein N-terminal TM region	NULL	NULL
PF13722	C-terminal domain on CstA (DUF4161)	IPR025299	NULL
PF13723	Beta-ketoacyl synthase, N-terminal domain	NULL	NULL
PF13724	DNA-binding domain	NULL	NULL
PF13725	Possible tRNA binding domain	NULL	NULL
PF13726	Na+-H+ antiporter family	NULL	NULL
